record_id,article_id,query,response,model_id,story_path,coherence_gold,consistency_gold
dm-test-14c813567696f4e63a39993c09d4edb454036179__M8,dm-test-14c813567696f4e63a39993c09d4edb454036179,Summarize the article.,"jesse and melissa meek announced they are expecting a child in a video set to the theme from '90s television sitcom ' the fresh prince of bel-air ' . the clip , which features jesse and melissa meek rapping as they drive in a car , has been viewed over 1.7 million times on youtube . parents said `` we 're ready for grandkids , get a move on it ! ''",M8,dailymail/stories/14c813567696f4e63a39993c09d4edb454036179.story,4.333,4.333
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4__M22,dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Summarize the article.,Alexis Sanchez joined Arsenal from Barcelona for £ 32million last summer . Arsene Wenger says he does not know why Sanchez chose the Gunners . Wenger admits Liverpool 's interest in Sanchez was always on the cards . The Arsenal boss has played down talk of a move for Raheem Sterling .,M22,dailymail/stories/9afda3cde191a883d8c166ceb5765eb53205d8f4.story,3.667,5.0
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e__M0,cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Summarize the article.,"rome -lrb- cnn -rrb- italy is coping with a rising wave of desperate migrants from africa and middle east hoping to make it to europe . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard , which said it received on monday -- alone -- sos calls from 20 boats in distress . on tuesday , a spokesman with save the children told cnn the group fears 400 migrants could be missing , citing testimony from survivors who said their ship carrying 550 people capsized in the mediterranean sea about 80 miles off the libyan coast .",M0,cnn/stories/b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e.story,4.667,5.0
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f__M9,dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Summarize the article.,doncaster 's media team faced a tough challenge compling the match . saturday 's visit of fleetwood town is eyeing the beach after their play-off hopes . the two sides played out a goalless draw at the keepmoat stadium . yorkshire side firmly entrenched in mid-table mediocrity in league one .,M9,dailymail/stories/998cb27197db1fd299aff3322ac041ba4bf1148f.story,1.333,4.667
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16__M23,dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Summarize the article.,"bob katter, federal mp for kennedy, released a statement on his party's website . he accused the queensland government of believing embattled mp billy gordon would quit after he was recently accused of domestic violence . the statement has sparked criticism on social media, with users questioning his terminology . mr katter has since defended the statement, saying he used the term black puppet 'because i'm dark and i come from cloncurry'",M23,dailymail/stories/9b5a04b9879fe716a2dcd66dd331f99534603c16.story,5.0,5.0
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2__M14,dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Summarize the article.,"x factor finalist , ella henderson , joins forces with dry shampoo brand batiste . 19-year-old has been announced as official face of the batiste 's 2015 .",M14,dailymail/stories/9d0fcbd873927674d12aafce4ae7754fd591d4e2.story,3.667,5.0
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d__M10,dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Summarize the article.,"kaitlyn granado , 24 , a teacher at macarthur high school in irving , texas , was first arrested on march 19 for having an inappropriate relationship with a 15-year-old student , and was released on bail . now she has been arrested again after another pupil , also accused granado of having sex with him on two consecutive nights in january this year . the teen claims the sexual relationship took place in her car late at night on january 18 and 19 .",M10,dailymail/stories/8e6c8aec6808f66ed0342e128a4e146f3ecd627d.story,4.333,5.0
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b__M15,cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Summarize the article.,"two passengers were found dead on a cruise ship in puerto rico . the ship left tampa , florida , on march 29 on a 14-day southern caribbean cruise . it 's currently in san juan , puerto rico .",M15,cnn/stories/bcdb32ae644040a721da880fff9c1d502048cd8b.story,4.667,5.0
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37__M10,dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Summarize the article.,"passenger jin pai , 35 , was standing on the rim of a toilet in hefei , china 's anhui province , when it smashed to the ground . he was caught out when the toilet then tipped over and shattered on the toilet floor . he had been too embarrassed to shout for help but he changed his story to the police .",M10,dailymail/stories/54b857a66cbd8473d6732e5da52d48612e636a37.story,3.667,5.0
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b__M10,dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Summarize the article.,river plate are keen to sign former forward radamel falcao . the colombia forward spent eight years with the argentine side . falcao has struggled during a season-long loan spell at old trafford .,M10,dailymail/stories/bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b.story,3.0,5.0
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f__M5,dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Summarize the article.,"the club 's vice-captain had 14 months remaining on his current contract and his advisors had been in talks with liverpool since the beginning of this season . they have now reached a resolution and henderson is expected to put pen - to - paper on improved terms that are likely be worth in the region of £ 100,000 . his new deal will run to 2020 . liverpool midfielder jordan henderson is set to sign a new long - term contract at anfield",M5,dailymail/stories/6f027d030f9ca86446dc893f1d10ced4c9a3561f.story,2.333,5.0
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7__M14,dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Summarize the article.,"the queen 's guard slipped on a manhole cover during the popular changing of the guard at buckingham palace last week . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle . the entire incident was caught on camera .",M14,dailymail/stories/0f0789390d67698283cc87b2e046b5c5cd77edb7.story,4.667,5.0
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c__M22,cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Summarize the article.,"A&E , Lifetime and History will simulcast a remake of `` Roots '' in 2016 . The miniseries is about an African-American slave and his descendants . LeVar Burton , who portrayed Kunta Kinte in the original , will co-executive produce .",M22,cnn/stories/fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c.story,4.333,5.0
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c__M17,dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Summarize the article.,liverpool face aston villa in their fa cup semi-final on sunday . raheem sterling was pictured smoking a shisha pipe with jordon ibe . brendan rodgers hasn't disciplined either player for the incident . reds captain steven gerrard is available after serving a three-match suspension .,M17,dailymail/stories/3ba3bde4a1440134bb38ec22ba50db59986b544c.story,3.667,5.0
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9__M13,cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Summarize the article.,"donald sterling accused stiviano of targeting extremely wealthy older men . she claimed donald sterling used the couple 's money to buy stiviano a ferrari , two bentleys and a range rover . stiviano countered that there was nothing wrong with donald sterling giving her gifts .",M13,cnn/stories/404f859482d47c127868964a9a39d1a7645dd2e9.story,3.0,2.333
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095__M15,dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Summarize the article.,"dr adrian quarterman , of dundee university , is working on a laser which will convert sun beams into energy . the energy it then creates , using semi-conductors , can be shot back down to earth . if it works , it could mean solar power could even become viable in scotland , or be able to restore power instantly to disaster hit areas .",M15,dailymail/stories/6372eff07fd3d6f578f90d6115e01747edccc095.story,4.0,5.0
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7__M23,dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Summarize the article.,"stretch of coastline on shiretoko peninsula near the town of rausu has risen as high as 50ft from the sea surface in some places . geologists believe the emergence is a result of a landslide nearby . melting ice and snow caused a section of land to drop, pivoting the underwater area into the air .",M23,dailymail/stories/8847383b72167c3f3dd2161b5b091b580c8f4da7.story,4.333,5.0
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b__M5,dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Summarize the article.,"filipe luis insists he wants to stay at chelsea until the end of his contract , despite atletico madrid considering bringing him back in the summer . the full back signed a three - year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge . filipe luis insists he wants to stay at chelsea ( right ) , despite atletico madrid considering re-signing him",M5,dailymail/stories/e43eef75de38d246db9d80216ca9f5487215a78b.story,4.333,5.0
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1__M1,dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Summarize the article.,"usain bolt has confirmed he will be part of jamaica 's team at the world relays in the bahamas . the six-time olympic gold medallist will compete at the relay championship on may 2 and 3 as part of the jamaican team . usain bolt will compete at the iaaf/btc world relays in the bahamas next month , the jamaica athletics administrative association has announced .",M1,dailymail/stories/0783c68a744df6afa009d16e72709f2b4d90dea1.story,2.333,5.0
dm-test-e470f0a87d7513bf880412524332047020422c3f__M0,dm-test-e470f0a87d7513bf880412524332047020422c3f,Summarize the article.,"a dress worn by vivien leigh when she played scarlett o'hara in the classic 1939 film gone with the wind has fetched $ 137,000 at auction . heritage auctions offered the gray jacket and skirt , featuring a black zigzag applique , plus more than 150 other items from the academy award-winning film at auction on saturday in beverly hills , california . the dress - a jacket and full skirt ensemble - was worn in several key scenes in the 1939 movie , including when scarlett o'hara encounters rhett butler , played by clark gable , and when she gets attacked in the shanty town .",M0,dailymail/stories/e470f0a87d7513bf880412524332047020422c3f.story,4.333,5.0
dm-test-fadabe346fe95d33eee71299e6596754768f5246__M13,dm-test-fadabe346fe95d33eee71299e6596754768f5246,Summarize the article.,"gemma , 13 , has two children under five by two different fathers and handed both infants over to her 52-year-old mother debbie when they were four months old . debbie is threatening to ban gemma from seeing the children at all , after discovering her daughter 's penchant for legal high , mkat , and because she refuses to stop drinking and partying . debbie says she is preparing to ban gemma from her home and from seeing the children .",M13,dailymail/stories/fadabe346fe95d33eee71299e6596754768f5246.story,2.333,2.0
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365__M5,dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Summarize the article.,"new zealand police are appealing to the public to help identify a man who robbed a christchurch dairy wearing a ' distinctive ' cartoon mask . the offender , snapped on security footage in a fluoro orange sweatshirt and oversized mask , is described as being ' very tall ' . he made off with the dairy 's till and about $ 1500 in cash on saturday , stuff.co.nz reports .",M5,dailymail/stories/cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365.story,4.333,5.0
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b__M17,dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Summarize the article.,roland giroux plays with his blood parrot cichlid for at least 15 minutes a day . he places his hand in the tank and cups the fish with his fingers . he then begins massaging the fish by running his finger along it . the fish swims away a few times before returning to the man's hand .,M17,dailymail/stories/2feca9acf532e33f1ab7442c442c8e19787d8d7b.story,3.0,5.0
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4__M22,dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Summarize the article.,"Dayna Dobias , 19 , from Downers Grove was born with cerebral palsy . She hopes to inspire others with her enthusiastic videos . ` I might do things a little bit differently than most people , but that does n't mean that I should be treated differently , ' she says .",M22,dailymail/stories/d3c9ce137ba24a69253508b3416630465c050ae4.story,4.333,5.0
dm-test-03e271b4305517e02c9ead82d57327d32b99102e__M0,dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Summarize the article.,"twice french open champion serena williams said her struggle to beat sara errani in the fed cup on sunday had been a real ` eye-opener ' as the claycourt season gets into full swing . world no 1 williams eventually prevailed 4-6 7-6 -lrb- 3 -rrb- 6-3 against the dogged italian to take her career record over her to 8-0 but the american was not impressed . the us were beaten 3-2 as williams and alison riske were thrashed 6-0 6-3 in the doubles rubber by errani and flavia pennetta , meaning they were relegated to world group ii .",M0,dailymail/stories/03e271b4305517e02c9ead82d57327d32b99102e.story,5.0,5.0
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b__M9,dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Summarize the article.,river plate are keen to sign radamel falcao but admit a deal is complicated . colombia forward spent eight years with the argentine side . radamel falcao struggled on loan at manchester united . the 29-year-old has struggled during a season-long loan spell at old trafford .,M9,dailymail/stories/bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b.story,3.0,5.0
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20__M20,dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Summarize the article.,Barcelona team-mates Neymar and Dani Alves head to watch El Clasico on Thursday night,M20,dailymail/stories/eeef09d26cf30c2124c0399b08eedc6321fe5d20.story,5.0,5.0
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c__M14,cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Summarize the article.,"a&e , lifetime and history announced thursday that the three networks would simulcast a remake of the saga of kunta kinte , an african who was captured , shipped to america and sold into slavery . producers will consult scholars in african and african-american history for added authenticity .",M14,cnn/stories/fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c.story,4.0,5.0
dm-test-3785743303ddb8b594be7c449a37458b99e83812__M14,dm-test-3785743303ddb8b594be7c449a37458b99e83812,Summarize the article.,steve bruce is confident he can keep hull city in the premier league this season . hull were beaten 2-0 by southampton on saturday and are just two points clear of the drop zone . mohamed diame returned from five months out and james chester from three .,M14,dailymail/stories/3785743303ddb8b594be7c449a37458b99e83812.story,3.0,5.0
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc__M8,dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Summarize the article.,"the toddler 's mother was holding the two-year-old boy and another child when he slipped and fell between 10 to 12ft and into the cheetah exhibit at the cleveland metroparks zoo . the boy 's leg was injured in the fall , but he was not attacked by the animals , officials said . he is listed in stable condition after being taken to metrohealth medical center and suffered from minor bruises and was listed in stable condition at the hospital .",M8,dailymail/stories/2c37d44d03ce2e91310339d884d33ee5aabf9abc.story,3.667,2.0
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f__M8,dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Summarize the article.,patrick kluivert has made a winning start in world cup qualifying as coach of curacao . the caribbean island team advanced to the second qualifying round in concacaf . patrick kluivert has helped curacao progress to the next stage of 2018 world cup qualification .,M8,dailymail/stories/46609841ffd23e9c22d1507edf7b176ecc4d834f.story,2.0,5.0
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439__M15,dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Summarize the article.,"vanessa santillan 's body was found in a # 400,000 flat in south west london . the 33-year-old national , who worked as a transgender escort , died as a result of injuries to the head and neck . her body was found in a flat in fulham having been strangled and beaten to death .",M15,dailymail/stories/36352fd1c61fd0c593ee7b84cbe213aa9b444439.story,3.667,5.0
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35__M11,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Summarize the article.,"13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 . the owner of the signage is yankee hall of famer reggie jackson , who bought the letters for an undisclosed amount . the stadium was built in 1923 , was installed in 1976 and taken down in 2008 . the auction was $ 20,000 to $ 260,000 , it raked in a winning bid of $ 112,500 at auction . he promised before the auction that if the letters were bought by a bidder in the united states .",M11,dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,2.0,4.667
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df__M11,dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Summarize the article.,"new zealander tim weston was on holiday in puerto vallarta with his wife . a black dog wearing a red collar in new zealander 's mouth . the clip shows a large animal of a crocodile swimming through a public marina . the the animal was taken by the owner of puerto vallarta in mexico . the dog was the attack happened and described how the animal kept the dog in its mouth for ages , not moving at all ' .",M11,dailymail/stories/b5925c1a02fa9a8f6b1d5ad764c19a732deac0df.story,2.0,1.667
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e__M0,dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Summarize the article.,"england ace joe hart labelled fellow goalkeeper gianluigi buffon a ` legend of the game ' after seeing the italian veteran claim his 147th cap . hart , who passed an impressive milestone of his own by representing his country for the 50th time on tuesday night , said after the 1-1 draw with italy that buffon was an inspiration . speaking to fa tv , hart said : ` i 'm still learning my game and i 'm still watching the likes of buffon and the way he goes about his business at 37 years old .",M0,dailymail/stories/8b59fa7715418c4bcc0d50e3caeb239129de453e.story,4.333,5.0
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b__M23,dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Summarize the article.,jamie carragher believes brendan rodgers is still the right man to lead liverpool forward after a season with no trophies . liverpool are seven points behind fourth placed manchester city with a game in hand and look set to miss out on champions league qualification for next season . carragher received a beacon award at a ceremony in london on tuesday night for his community work on merseyside .,M23,dailymail/stories/1749a22e2b6facaa057213cb9b33261b319bbd2b.story,4.0,5.0
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563__M1,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Summarize the article.,"three of the militants were killed by iranian forces in the fighting monday in the southeastern town of negur , the state-run news agency irna reported . -lrb- cnn -rrb- eight iranian border guards have been killed in clashes with militants near the border with pakistan , iranian state media reported . a militant group called jaish al adal claimed responsibility for the attack , according to iranian state media and a twitter account believed to be associated with the organization .",M1,cnn/stories/d75b043ebefc3098aea84d92bb8bec0f509b1563.story,3.0,5.0
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35__M8,dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Summarize the article.,"the custom-built boeing 747 is believed to have cost its ultra-wealthy owner £400million after it was customised to fit his specifications exactly over a three-year period . the jumbo jet would normally carry as many as 600 passengers - but this version was built for just a single tycoon , although he will be able to fit dozens of guests .",M8,dailymail/stories/d296270ab4a4cf20f2d9c1aae7514687806f2b35.story,4.0,5.0
dm-test-2a48112ddee712f2364f128076cb2db555a043b1__M0,dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Summarize the article.,"esteban cambiasso has won all the major european competitions a player can during his illustrious career but revealed that keeping leicester city in the premier league would be up there with the best . the foxes are currently seven points adrift at the bottom of the table , with only eight games remaining , knowing that time is running out to save themselves . cambiasso refuses to give up and admits that keeping leicester up will feel like winning a trophy .",M0,dailymail/stories/2a48112ddee712f2364f128076cb2db555a043b1.story,4.0,5.0
dm-test-fadabe346fe95d33eee71299e6596754768f5246__M8,dm-test-fadabe346fe95d33eee71299e6596754768f5246,Summarize the article.,"gemma , named only as gemma , has two children under five by two different fathers . handed both infants over to her 52-year-old mother debbie when they were four months old . debbie is threatening to ban gemma from seeing the children at all .",M8,dailymail/stories/fadabe346fe95d33eee71299e6596754768f5246.story,4.0,5.0
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8__M9,dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Summarize the article.,"barcelona club president josep maria bartomeu says the la liga leaders are ` very happy ' with him . the 44-year-old took only charge of the club last summer . luis enrique only took charge at club last summer . enrique will be replaced in the summer , bartomeu refuted claims .",M9,dailymail/stories/8bc8f134bc3ceaeec0df8f29e96e13d319717ab8.story,2.0,2.0
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095__M1,dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Summarize the article.,"space lasers : dr adrian quarterman has suggested space lasers could be used to power homes in the future - but says the beams will be nowhere near as powerful as imagined in films like star wars -lrb- pictured -rrb- . dr adrian quarterman , of dundee university , is working on a laser which will convert sun beams into energy , the times reported . the energy it then creates , using semi-conductors , can be shot back down to earth .",M1,dailymail/stories/6372eff07fd3d6f578f90d6115e01747edccc095.story,3.333,5.0
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3__M23,dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Summarize the article.,"aaron siler, 26, was fatally shot after he 'armed himself with a weapon' after being confronted by officer pablo torres on march 14 . torres is currently on leave pending the outcome of the investigation into the deadly shooting . in the meantime a billboard, paid for by the kenosha professional police association, has been erected featuring a photograph of torres and his dog . 'thank you for your support, kenosha,' it reads . siler's family and friends have called the billboard 'disrespectful' and are asking for it be taken down .",M23,dailymail/stories/9b1af0f993d78353ebd56a1b180e882e751527b3.story,4.333,5.0
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f__M14,dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Summarize the article.,the caribbean island team advanced to the second qualifying round in concacaf for the 2018 tournament late tuesday . curacao drew 2-2 in a second-leg match at montserrat to win 4-3 on aggregate . kluivert has helped curacao progress to the next stage of 2018 world cup qualification .,M14,dailymail/stories/46609841ffd23e9c22d1507edf7b176ecc4d834f.story,2.667,5.0
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439__M2,dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Summarize the article.,"vanessa santillan 's body was found in a # 400,000 flat in fulham , south west london , at the end of march . vanessa santillan , 33 , was killed at the end of march . her body was found in a flat in fulham having been strangled and beaten to death .",M2,dailymail/stories/36352fd1c61fd0c593ee7b84cbe213aa9b444439.story,2.333,5.0
dm-test-2cfc33d01364162579f46b2764914a03a29453ce__M8,dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Summarize the article.,arsenal midfielder mesut ozil can not wait for the ever-nearing kick-off . the 26-year-old was the beneficiary of the timepiece as he visited an apple store on thursday afternoon . ozil compared his watch to tv character michael knight from the hit action show knight rider . wilshere was on the bench for arsenal 's fa cup semi-final against reading .,M8,dailymail/stories/2cfc33d01364162579f46b2764914a03a29453ce.story,2.333,5.0
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb__M2,dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Summarize the article.,"the fast-casual chain will work with the postmates app to begin offering delivery for online and mobile orders in 67 cities , according to a report in nation 's restaurant news . but mexican food fans should know that the restaurant plans to add a nine per cent service charge - with the delivery fees for postmates beginning at $ 5 and up , depending on distance and demand . the app hires independent contractors who drive their own cars in a similar model to uber taxis .",M2,dailymail/stories/1747dcd6a007ee97954b6b10cde549bf82f6a4eb.story,3.0,5.0
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0__M23,dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Summarize the article.,juventus striker carlos tevez has told the club he wants to leave this summer . boca juniors have confirmed they are close to sealing a deal for the striker . but club president daniel angelici has stressed tevez must terminate his contract with juventus first .,M23,dailymail/stories/c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0.story,4.333,5.0
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f__M15,dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Summarize the article.,"curacao drew 2-2 in a second-leg match at montserrat to win 4-3 on aggregate . patrick kluivert has helped curacao progress to the next stage . kluivert 's mother is from curacao , was a world cup losing semi-finalist in 1998 .",M15,dailymail/stories/46609841ffd23e9c22d1507edf7b176ecc4d834f.story,2.0,4.667
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2__M20,dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Summarize the article.,"Wales' Euro 2016 qualifier with Belgium this summer has been declared a 33,000 sell-out Wales' players celebrate after beating Israel 3-0 in Euro 2016 qualifying Wales' players celebrate after beating Israel 3-0 in Euro 2016 qualifying Wales' players celebrate after beating Israel 3-0 in Euro 2016 qualifying Wales' players celebrate after beating Israel 3-0 in Euro 2016 qualifying Wales' players celebrate after beating Israel 3-0",M20,dailymail/stories/31114653cd606fd3f4b1035f98dedd71f8282cd2.story,1.667,5.0
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0__M1,dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Summarize the article.,"serge gnabry played 90 minutes for arsenal under 21s against reading on monday . the 19-year-old has not featured for the first team since march last year after suffering serious knee injury . the 19-year-old midfielder impressed for the gunners last season , but his progress has been stunted by a serious knee injury .",M1,dailymail/stories/632cfdb03aacd90a34a470f6a70b47eee62ec5f0.story,3.333,5.0
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f__M11,dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Summarize the article.,mesut ozil posted a picture on twitter with his dog on wednesday . the german star was in fine form as the world cup winners beat georgia 2-0 in euro 2016 qualifier on sunday . the midfielder has been in the premier league since returning from injury for arsenal this year . he has been on international duty as germany beat gerogia 2-0 .,M11,dailymail/stories/4e0de0ec6d5b9df174f54d03158de8f30aac861f.story,2.333,3.667
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f__M8,dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Summarize the article.,manchester city are keen to sign anderlecht teenager evangelos patoulidis . the 14-year-old playmaker is regarded as one of the best talents to emerge from anderlecht 's youth set-up . the belgian starlet rejected a move to barcelona 's la masia academy when he was 12 as his family wanted him to continue his studies .,M8,dailymail/stories/f5fead94ee884800e84a212cc0edc78b11c4ba9f.story,5.0,5.0
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0__M10,dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Summarize the article.,japanese photographer yûki aoyama 's latest series of images capture po-faced teenagers next to their daughters . images are said to be part of a book which roughly translates into daughter and salary man . the 37-year-old 's images include .,M10,dailymail/stories/2cf8c2d1d2ceb1980249f77e703f9039e63799d0.story,2.0,1.667
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381__M23,dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Summarize the article.,"demelza poldark is now the proud mother to the show’s latest addition . within ten minutes of tomorrow night’s episode, fans will see aidan turner’s dashing ross poldark gaze lovingly at his new baby daughter . it is reminiscent of the show’s previous pregnancy that saw elizabeth, another contender for ross’s affection, go to full term in the gap between two episodes .",M23,dailymail/stories/155754e1f2bc83f6836af78703edd4d00f19f381.story,4.667,5.0
dm-test-4fb64a2298e18626db776fccf834be87388827e0__M9,dm-test-4fb64a2298e18626db776fccf834be87388827e0,Summarize the article.,sir bradley wiggins will bid for hour record on june 7 . the four-time olympic champion is 35 on april 28 . wiggins finished his team sky career in the paris-roubaix 253.5 km one-day race . wiggins will bid to break cycling 's hour record in june . wiggins expected to set a mark which will last for some time .,M9,dailymail/stories/4fb64a2298e18626db776fccf834be87388827e0.story,2.0,5.0
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975__M1,cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Summarize the article.,"on tuesday , a u.s. rc-135u was flying over the baltic sea when it was intercepted by a russian su-27 flanker . the pentagon said the incident occurred in international airspace north of poland . -lrb- cnn -rrb- after a russian fighter jet intercepted a u.s. reconnaissance plane in an `` unsafe and unprofessional manner '' earlier this week , the united states is complaining to moscow about the incident . an official with the u.s. european command said the claim that the transponder was off was false .",M1,cnn/stories/5139ccfabee55ddb83e7937f5802c0a67aee8975.story,1.667,4.667
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d__M14,dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Summarize the article.,"kaitlyn granado , 24 , a teacher at macarthur high school in irving , was first arrested on march 19 for having an inappropriate relationship with a 15-year-old student , and was released on bail . now she has been arrested again after another pupil , also aged 15 , also accused granado of having sex with him on two consecutive nights in january . granado was arrested last month when she admitted kissing another boy , also 15 , and lettin him touch her breasts .",M14,dailymail/stories/8e6c8aec6808f66ed0342e128a4e146f3ecd627d.story,2.667,5.0
